id,title,authors,venue,year,source
journals/sigmod/Liu02a,Editor's Notes,Ling Liu,SIGMOD Record,2002,DBLP
conf/vldb/WhiteheadSM97,GTE SuperPages: Using IR Techniques for Searching Complex Objects,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",VLDB,1997,DBLP
conf/sigmod/ForlizziGNS00,A Data Model and Data Structures for Moving Objects Databases,"Markus Schneider, Enrico Nardelli, Luca Forlizzi, Ralf Hartmut G¸ting",SIGMOD Conference,2000,DBLP
journals/sigmod/Dogac96,Middle East Technical University Software Research and Development Center,Asuman Dogac,SIGMOD Record,1996,DBLP
conf/sigmod/ArefBV95,The Handwritten Trie: Indexing Electronic Ink,"Padmavathi Vallabhaneni, Daniel Barbar·, Walid G. Aref",SIGMOD Conference,1995,DBLP
journals/sigmod/ConradEHRSSSV97,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,"FËlix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Schˆnhoff, Markus Str‰ssler, Barry Eaglestone, Stefan Conrad",SIGMOD Record,1997,DBLP
conf/sigmod/ThaperGIK02,Dynamic multidimensional histograms,"Piotr Indyk, Sudipto Guha, Nitin Thaper, Nick Koudas",SIGMOD Conference,2002,DBLP
journals/tods/ZobelMR98,Inverted Files Versus Signature Files for Text Indexing,"Kotagiri Ramamohanarao, Justin Zobel, Alistair Moffat",ACM Trans. Database Syst.,1998,DBLP
conf/vldb/LiRS99,Aggregation Algorithms for Very Large Compressed Data Warehouses,"Jaideep Srivastava, Jianzhong Li, Doron Rotem",VLDB,1999,DBLP
journals/vldb/BalkirO98,Delivering Presentations from Multimedia Servers,"Nevzat Hurkan Balkir, Gultekin ÷zsoyoglu",VLDB J.,1998,DBLP
journals/tods/BrightHP94,Automated Resolution of Semantic Heterogeneity in Multidatabases,"A. R. Hurson, Simin H. Pakzad, M. W. Bright",ACM Trans. Database Syst.,1994,DBLP
journals/sigmod/Ozsu01,Chair's Message,M. Tamer ÷zsu,SIGMOD Record,2001,DBLP
journals/sigmod/Aberer02b,Book Review Column,Karl Aberer,SIGMOD Record,2002,DBLP
journals/sigmod/TianDCZ02,The Design and Performance Evaluation of Alternative XML Storage Strategies,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",SIGMOD Record,2002,DBLP
journals/tods/IoannidisR95,Containment of Conjunctive Queries: Beyond Relations as Sets,"Raghu Ramakrishnan, Yannis E. Ioannidis",ACM Trans. Database Syst.,1995,DBLP
journals/sigmod/DunhamH95,From the Guest Editors - Special Section on Data Management Issues in Mobile Computing,"Margaret H. Dunham, Abdelsalam Helal",SIGMOD Record,1995,DBLP
conf/vldb/LeeWMS02,A One-Pass Aggregation Algorithm with the Optimal Buffer Size in Multidimensional OLAP,"Yang-Sae Moon, Young-Koo Lee, Il-Yeol Song, Kyu-Young Whang",VLDB,2002,DBLP
conf/sigmod/ShenoyHSBBS00,Turbo-charging Vertical Mining of Large Databases,"Jayant R. Haritsa, Devavrat Shah, S. Sudarshan, Pradeep Shenoy, Mayank Bawa, Gaurav Bhalotia",SIGMOD Conference,2000,DBLP
conf/sigmod/SeshadriP97,PREDATOR: An OR-DBMS with Enhanced Data Types,"Praveen Seshadri, Mark Paskin",SIGMOD Conference,1997,DBLP
journals/sigmod/UlusoyB96,Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols,"÷zg¸r Ulusoy, Alejandro P. Buchmann",SIGMOD Record,1996,DBLP
conf/vldb/GarofalakisG01,Approximate Query Processing: Taming the TeraBytes,"Minos N. Garofalakis, Phillip B. Gibbons",VLDB,2001,DBLP
journals/sigmod/LawderK01,Querying Multi-dimensional Data Indexed Using the Hilbert Space-filling Curve,"Peter J. H. King, Jonathan K. Lawder",SIGMOD Record,2001,DBLP
journals/sigmod/Halevy00,Theory of Answering Queries Using Views,Alon Y. Halevy,SIGMOD Record,2000,DBLP
conf/sigmod/LiuFP03,GridDB: A Database Interface to the Grid,"David T. Liu, Devesh Parekh, Michael J. Franklin",SIGMOD Conference,2003,DBLP
conf/vldb/MiklauS03,Controlling Access to Published Data Using Cryptography,"Gerome Miklau, Dan Suciu",VLDB,2003,DBLP
journals/vldb/ChakrabartiGRS01,Approximate query processing using wavelets,"Rajeev Rastogi, Minos N. Garofalakis, Kyuseok Shim, Kaushik Chakrabarti",VLDB J.,2001,DBLP
conf/sigmod/ChangH02,Minimal probing: supporting expensive predicates for top-k queries,"Kevin Chen-Chuan Chang, Seung-won Hwang",SIGMOD Conference,2002,DBLP
journals/vldb/DesslochHMMT98,"Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues","Nelson MendonÁa Mattos, Joachim Thomas, Theo H‰rder, Stefan Deﬂloch, Bernhard Mitschang",VLDB J.,1998,DBLP
journals/sigmod/Elderini02,Letter to SIGMOD Record Editor,Nazih Elderini,SIGMOD Record,2002,DBLP
journals/sigmod/Winslett94,Progress on HPCC and NII,Marianne Winslett,SIGMOD Record,1994,DBLP
journals/sigmod/LeeCL95,An Aspect of Query Optimization in Multidatabase Systems (Extended Abstract),"Chiang Lee, Hongjun Lu, Chia-Jung Chen",SIGMOD Record,1995,DBLP
conf/vldb/PfoserJT00,Novel Approaches in Query Processing for Moving Object Trajectories,"Yannis Theodoridis, Dieter Pfoser, Christian S. Jensen",VLDB,2000,DBLP
conf/vldb/Blum99,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,Adam Blum,VLDB,1999,DBLP
journals/sigmod/RossAA02,Reminiscences on Influential Papers,"Kenneth A. Ross, Anastassia Ailamaki, Alfred V. Aho",SIGMOD Record,2002,DBLP
conf/sigmod/ViglasN02,Rate-based query optimization for streaming information sources,"Jeffrey F. Naughton, Stratis Viglas",SIGMOD Conference,2002,DBLP
conf/sigmod/Kohler99,EMC Information Sharing: Direct Access to MVS Data from Unix and NT,Walt Kohler,SIGMOD Conference,1999,DBLP
conf/vldb/LakshmiZ98,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"Shaoyu Zhou, M. Seetha Lakshmi",VLDB,1998,DBLP
journals/sigmod/Goethals02,Data Warehousing and Business Intelligence for E-Commerce - Book Review,Frank G. Goethals,SIGMOD Record,2002,DBLP
conf/sigmod/GetoorTK01,Selectivity Estimation using Probabilistic Models,"Daphne Koller, Lise Getoor, Benjamin Taskar",SIGMOD Conference,2001,DBLP
conf/vldb/RezendeS98,Bridging Heterogeneity: Research and Practice of Database Middleware Technology,"G¸nter Sauter, Fernando de Ferreira Rezende",VLDB,1998,DBLP
conf/vldb/DeRose99,"What Do Those Weird XML Types Want, Anyway?",Steven J. DeRose,VLDB,1999,DBLP
journals/sigmod/ChrysanthisSZ03,Report on the 4th International Conference on Mobile Data Management,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman",SIGMOD Record,2003,DBLP
conf/vldb/BrownG01,A Prototype Content-Based Retrieval System that Uses Virtual Images to Save Space,"Leonard Brown, Le Gruenwald",VLDB,2001,DBLP
conf/vldb/BonifatiCDS01,Warehousing Workflow Data: Challenges and Opportunities,"Umeshwar Dayal, Ming-Chien Shan, Angela Bonifati, Fabio Casati",VLDB,2001,DBLP
conf/vldb/ChenRS95,Declustering Databases on Heterogeneous Disk Systems,"Doron Rotem, Sridhar Seshadri, Ling Tony Chen",VLDB,1995,DBLP
conf/vldb/DiaoLCT00,Toward Learning Based Web Query Processing,"Yanlei Diao, Hongjun Lu, Zengping Tian, Songting Chen",VLDB,2000,DBLP
journals/sigmod/YanG95,Information Finding in a Digital Library: The Stanford Perspective,"Tak W. Yan, Hector Garcia-Molina",SIGMOD Record,1995,DBLP
journals/vldb/OoiTCH98,Fast Image Retrieval Using Color-Spatial Information,"Kian-Lee Tan, Tat-Seng Chua, Beng Chin Ooi, Wynne Hsu",VLDB J.,1998,DBLP
conf/sigmod/Brewer98,Delivering High Availability for Inktomi Search Engines,Eric A. Brewer,SIGMOD Conference,1998,DBLP
conf/sigmod/MeccaAMMS98,The Araneus Web-Base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998,DBLP
conf/sigmod/GuhaRS98,CURE: An Efficient Clustering Algorithm for Large Databases,"Sudipto Guha, Rajeev Rastogi, Kyuseok Shim",SIGMOD Conference,1998,DBLP
conf/vldb/YangKL97,Algorithms for Materialized View Design in Data Warehousing Environment,"Kamalakar Karlapalem, Jian Yang, Qing Li",VLDB,1997,DBLP
conf/sigmod/ChakrabartiDI98,Enhanced Hypertext Categorization Using Hyperlinks,"Byron Dom, Piotr Indyk, Soumen Chakrabarti",SIGMOD Conference,1998,DBLP
conf/sigmod/QuassWGHLMNRRAUW96,LORE: A Lightweight Object REpository for Semistructured Data,"Janet L. Wiener, Jason McHugh, Serge Abiteboul, Qingshan Luo, Anand Rajaraman, Dallan Quass, Jeffrey D. Ullman, Roy Goldman, Hugo Rivero, Jennifer Widom, Svetlozar Nestorov, Kevin Haas",SIGMOD Conference,1996,DBLP
conf/sigmod/BabyCY01,VQBD: Exploring Semistructured Data,"Jihwang Yeo, Sudarshan S. Chawathe, Thomas Baby",SIGMOD Conference,2001,DBLP
journals/sigmod/GobleR02a,The Grid: An Application of the Semantic Web,"Carole A. Goble, David De Roure",SIGMOD Record,2002,DBLP
conf/vldb/Leymann03,Grid and Applications (Industrial Session),Frank Leymann,VLDB,2003,DBLP
conf/sigmod/Sarawagi00,"i3: Intelligent, Interactive Investigaton of OLAP data cubes","Sunita Sarawagi, Gayatri Sathe",SIGMOD Conference,2000,DBLP
journals/sigmod/GriffinK98,Algebraic Change Propagation for Semijoin and Outerjoin Queries,"Timothy Griffin, Bharat Kumar",SIGMOD Record,1998,DBLP
journals/vldb/MirbelPSTV00,Checking the Temporal Integrity of Interactive Multimedia Documents,"S. Tserkezoglou, Timos K. Sellis, Barbara Pernici, Michalis Vazirgiannis, Isabelle Mirbel",VLDB J.,2000,DBLP
journals/vldb/ChanFGR02,Efficient filtering of XML documents with XPath expressions,"Rajeev Rastogi, Pascal Felber, Chee Yong Chan, Minos N. Garofalakis",VLDB J.,2002,DBLP
conf/sigmod/GarofalakisRRS99,"Of Crawlers, Portals, Mice and Men: Is there more to Mining the Web? (Panel)","Kyuseok Shim, Rajeev Rastogi, Minos N. Garofalakis, Sridhar Ramaswamy",SIGMOD Conference,1999,DBLP
journals/sigmod/DoanPK95,Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton",SIGMOD Record,1995,DBLP
journals/tods/Chomicki95,Efficient Checking of Temporal Integrity Constraints Using Bounded History Encoding,Jan Chomicki,ACM Trans. Database Syst.,1995,DBLP
conf/vldb/HinneburgAK00,What Is the Nearest Neighbor in High Dimensional Spaces?,"Charu C. Aggarwal, Alexander Hinneburg, Daniel A. Keim",VLDB,2000,DBLP
conf/sigmod/DarEGP98,DTL's DataSpot: Database Exploration as Easy as Browsing the Web,"Gadi Entin, Shai Geva, Eran Palmon, Shaul Dar",SIGMOD Conference,1998,DBLP
journals/sigmod/CoxEH96,3D Geographic Network Displays,"Taosong He, Stephen G. Eick, Kenneth C. Cox",SIGMOD Record,1996,DBLP
conf/vldb/CeriFP99,"Data-Driven, One-To-One Web Site Generation for Data-Intensive Applications","Stefano Paraboschi, Piero Fraternali, Stefano Ceri",VLDB,1999,DBLP
conf/vldb/KarayannidisTSPMRFEB02,Processing Star Queries on Hierarchically-Clustered Fact Tables,"Nikos Karayannidis, Frank Ramsak, Timos K. Sellis, Rudolf Bayer, Robert Fenk, Klaus Elhardt, Volker Markl, Roland Pieringer, Aris Tsois",VLDB,2002,DBLP
conf/sigmod/SchleimerWA03,Winnowing: Local Algorithms for Document Fingerprinting,"Alexander Aiken, Daniel Shawcross Wilkerson, Saul Schleimer",SIGMOD Conference,2003,DBLP
journals/vldb/HarderR96,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo H‰rder",VLDB J.,1996,DBLP
journals/sigmod/CheungF98,Enhanced Nearest Neighbour Search on the R-tree,"Ada Wai-Chee Fu, King Lum Cheung",SIGMOD Record,1998,DBLP
conf/sigmod/BilirisP94,EOS: An Extensible Object Store,"Euthimios Panagos, Alexandros Biliris",SIGMOD Conference,1994,DBLP
conf/vldb/LakshmananSS96,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Fereidoon Sadri, Laks V. S. Lakshmanan, Iyer N. Subramanian",VLDB,1996,DBLP
conf/sigmod/DoanDH01,Reconciling Schemas of Disparate Data Sources: A Machine-Learning Approach,"AnHai Doan, Pedro Domingos, Alon Y. Halevy",SIGMOD Conference,2001,DBLP
journals/vldb/NgS98,Optimal Clip Ordering for Multi-Clip Queries,"Raymond T. Ng, Paul Shum",VLDB J.,1998,DBLP
conf/vldb/CasatiS00,Process Automation as the Foundation for E-Business,"Fabio Casati, Ming-Chien Shan",VLDB,2000,DBLP
journals/sigmod/Widom94,Research Issues in Active Database Systems: Report from the Closing Panel at RIDE-ADS '94,Jennifer Widom,SIGMOD Record,1994,DBLP
journals/sigmod/Snodgrass03,ACM TODS in this Internet Age,Richard T. Snodgrass,SIGMOD Record,2003,DBLP
conf/vldb/PapadiasMD98,Algorithms for Querying by Spatial Structure,"Nikos Mamoulis, Dimitris Papadias, Vasilis Delis",VLDB,1998,DBLP
conf/sigmod/CatarciS94,Query by Diagram: A Graphical Environment for Querying Databases,"Giuseppe Santucci, Tiziana Catarci",SIGMOD Conference,1994,DBLP
conf/vldb/JaedickeM99,User-Defined Table Operators: Enhancing Extensibility for ORDBMS,"Bernhard Mitschang, Michael Jaedicke",VLDB,1999,DBLP
journals/sigmod/Dogac02,Guest Editor's Introduction,Asuman Dogac,SIGMOD Record,2002,DBLP
conf/sigmod/GuoSBS03,XRANK: Ranked Keyword Search over XML Documents,"Feng Shao, Lin Guo, Chavdar Botev, Jayavel Shanmugasundaram",SIGMOD Conference,2003,DBLP
journals/sigmod/Snodgrass98c,Chair's Message,Richard T. Snodgrass,SIGMOD Record,1998,DBLP
journals/sigmod/NestorovAM97,Infering Structure in Semistructured Data,"Rajeev Motwani, Serge Abiteboul, Svetlozar Nestorov",SIGMOD Record,1997,DBLP
conf/vldb/LakshmananPZ03,Efficacious Data Cube Exploration by Semantic Summarization and Compression,"Jian Pei, Laks V. S. Lakshmanan, Yan Zhao",VLDB,2003,DBLP
conf/sigmod/Arpaci-DusseauACHP97,High-Performance Sorting on Networks of Workstations,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau",SIGMOD Conference,1997,DBLP
journals/sigmod/Scholl01,Transactional Information Systems - Book Review,Marc H. Scholl,SIGMOD Record,2001,DBLP
journals/tods/BunemanO96,Polymorphism and Type Inference in Database Programming,"Atsushi Ohori, Peter Buneman",ACM Trans. Database Syst.,1996,DBLP
conf/vldb/BarjaPFWD94,An Effective Deductive Object-Oriented Database Through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994,DBLP
conf/vldb/RaoR99,Cache Conscious Indexing for Decision-Support in Main Memory,"Kenneth A. Ross, Jun Rao",VLDB,1999,DBLP
conf/vldb/AmirKN01,Analyzing Quantitative Databases: Image is Everything,"Reuven Kashi, Nathan S. Netanyahu, Amihood Amir",VLDB,2001,DBLP
conf/sigmod/AltinelLKMPLWB02,DBCache: database caching for web application servers,"Sailesh Krishnamurthy, C. Mohan, Larry Brown, Hamid Pirahesh, Mehmet Altinel, Honguk Woo, Qiong Luo, Bruce G. Lindsay",SIGMOD Conference,2002,DBLP
journals/tods/KossmannS00,Iterative dynamic programming: a new class of query optimization algorithms,"Donald Kossmann, Konrad Stocker",ACM Trans. Database Syst.,2000,DBLP
conf/vldb/KornackerB95,High-Concurrency Locking in R-Trees,"Douglas Banks, Marcel Kornacker",VLDB,1995,DBLP
conf/sigmod/AdamY98,Electronic Commerce: Tutorial,"Nabil R. Adam, Yelena Yesha",SIGMOD Conference,1998,DBLP
journals/vldb/JiangE98,Spatial and Temporal Content-Based Access to Hypervideo Databases,"Ahmed K. Elmagarmid, Haitao Jiang",VLDB J.,1998,DBLP
conf/vldb/AlonsoHST97,Distributed Processing over Stand-alone Systems and Applications,"Claus Hagen, Hans-Jˆrg Schek, Gustavo Alonso, Markus Tresch",VLDB,1997,DBLP
conf/sigmod/ChoG00,Synchronizing a Database to Improve Freshness,"Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000,DBLP
conf/vldb/Korth95,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,Henry F. Korth,VLDB,1995,DBLP
conf/sigmod/PalmerF00,Density Biased Sampling: An Improved Method for Data Mining and Clustering,"Christopher R. Palmer, Christos Faloutsos",SIGMOD Conference,2000,DBLP
journals/sigmod/X94,The TSQL2 Final Language Definition Announcement,?,SIGMOD Record,1994,DBLP
conf/vldb/TanEO01,Efficient Progressive Skyline Computation,"Pin-Kwang Eng, Kian-Lee Tan, Beng Chin Ooi",VLDB,2001,DBLP
journals/sigmod/Kosch02,MPEG-7 and Multimedia Database Systems,Harald Kosch,SIGMOD Record,2002,DBLP
conf/vldb/AgrawalSX01,Storage and Querying of E-Commerce Data,"Yirong Xu, Rakesh Agrawal, Amit Somani",VLDB,2001,DBLP
conf/sigmod/KotidisR99,DynaMat: A Dynamic View Management System for Data Warehouses,"Nick Roussopoulos, Yannis Kotidis",SIGMOD Conference,1999,DBLP
conf/vldb/GilbertKMS02,How to Summarize the Universe: Dynamic Maintenance of Quantiles,"Martin Strauss, S. Muthukrishnan, Yannis Kotidis, Anna C. Gilbert",VLDB,2002,DBLP
journals/sigmod/Grohe02,Parameterized Complexity for the Database Theorist,Martin Grohe,SIGMOD Record,2002,DBLP
journals/sigmod/Franklin00b,Editor's Notes,Michael J. Franklin,SIGMOD Record,2000,DBLP
conf/sigmod/Bierman03,Formal semantics and analysis of object queries,Gavin M. Bierman,SIGMOD Conference,2003,DBLP
conf/sigmod/DogacAEOADAOS94,METU Object-Oriented DBMS,"Cetin Ozkan, Cem Evrendilek, Yuksel Saygin, Ilker Altintas, Ismailcem Budak Arpinar, Mehmet Altinel, Tansel Okay, Ilker Durusoy, Asuman Dogac",SIGMOD Conference,1994,DBLP
journals/vldb/AtkinsonM95,Orthogonally Persistent Object Systems,"Malcolm P. Atkinson, Ronald Morrison",VLDB J.,1995,DBLP
conf/vldb/SkubiszewskiV97,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez",VLDB,1997,DBLP
conf/vldb/CeriM03,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques","Ioana Manolescu, Stefano Ceri",VLDB,2003,DBLP
journals/sigmod/MeersmanS02,Guest Editor's Introduction,"Robert Meersman, Amit P. Sheth",SIGMOD Record,2002,DBLP
conf/vldb/DarEGP98,DTL's DataSpot: Database Exploration Using Plain Language,"Gadi Entin, Shai Geva, Shaul Dar, Eran Palmon",VLDB,1998,DBLP
journals/sigmod/Franklin98,Editor's Notes,Michael J. Franklin,SIGMOD Record,1998,DBLP
conf/vldb/CabreraRH95,Applying Database Technology in the ADSM Mass Storage System,"Robert Rees, Luis-Felipe Cabrera, Wayne Hineman",VLDB,1995,DBLP
conf/sigmod/LeeWMS01,Dynamic Buffer Allocation in Video-on-Demand Systems,"Kyu-Young Whang, Yang-Sae Moon, Il-Yeol Song, Sang Ho Lee",SIGMOD Conference,2001,DBLP
conf/vldb/JiangWL03,Holistic Twig Joins on Indexed XML Documents,"Wei Wang, Haifeng Jiang, Hongjun Lu, Jeffrey Xu Yu",VLDB,2003,DBLP
conf/vldb/Levy96,Obtaining Complete Answers from Incomplete Databases,Alon Y. Levy,VLDB,1996,DBLP
conf/vldb/StaudtJ96,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",VLDB,1996,DBLP
journals/sigmod/MedeirosP94,Databases for GIS,"Claudia Bauzer Medeiros, Fatima Pires",SIGMOD Record,1994,DBLP
conf/sigmod/FlorescuLMS99,Query Optimization in the Presence of Limited Access Patterns,"Dan Suciu, Ioana Manolescu, Daniela Florescu, Alon Y. Levy",SIGMOD Conference,1999,DBLP
conf/sigmod/ParkCY95,An Effective Hash Based Algorithm for Mining Association Rules,"Ming-Syan Chen, Philip S. Yu, Jong Soo Park",SIGMOD Conference,1995,DBLP
conf/vldb/VieiraM03,A Dependability Benchmark for OLTP Application Environments,"Henrique Madeira, Marco Vieira",VLDB,2003,DBLP
conf/sigmod/Lomet00,High Speed On-line Backup When Using Logical Log Operations,David B. Lomet,SIGMOD Conference,2000,DBLP
journals/sigmod/Han98,Towards On-Line Analytical Mining in Large Databases,Jiawei Han,SIGMOD Record,1998,DBLP
conf/vldb/LiCHH97,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Kyoji Hirata, Yoshinori Hara, Wen-Syan Li, K. SelÁuk Candan",VLDB,1997,DBLP
journals/vldb/DerrMP94,"The Glue-Nail Deductive Database System: Design, Implementation, and Evaluation","Geoffrey Phipps, Marcia A. Derr, Shinichi Morishita",VLDB J.,1994,DBLP
conf/sigmod/RoussopoulosKR97,Cubetree: Organization of and Bulk Updates on the Data Cube,"Nick Roussopoulos, Mema Roussopoulos, Yannis Kotidis",SIGMOD Conference,1997,DBLP
journals/sigmod/Winslett02,Interview with Avi Silberschatz,Marianne Winslett,SIGMOD Record,2002,DBLP
journals/sigmod/WinslettCDHZZ02,Database Research at the University of Illinois at Urbana-Champaign,"ChengXiang Zhai, Marianne Winslett, Yuanyuan Zhou, Kevin Chen-Chuan Chang, Jiawei Han, AnHai Doan",SIGMOD Record,2002,DBLP
